Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 15, New Orleans, Louisiana",15-RC-008746,"Southeastern Protective Services",Closed,04/30/2008,06/09/2008,"Certific. of Representative",Biloxi,MS,A,"Single Labor Organization",Initial,05/30/2008,32,,"INTERNATIONAL UNION, SECURITY, POLICE AND FIRE PROFESSIONALS OF AMERICA (SPFPA)",25,,,,,,25,N,,N,"INTERNATIONAL UNION, SECURITY, POLICE AND FIRE PROFESSIONALS OF AMERICA (SPFPA)","INCLUDED: All full-time and regular part-time security officers employed by Southeastern Protection Services, Inc. to provide security at the Keesler Air Force Base under the terms of any Federal Government's Department of Defense (DOD) contract with",,,
"Region 14, Saint Louis, Missouri",14-RC-012709,"Purcell Tire & Rubber Company",Closed,05/06/2008,06/09/2008,"Certification of Results",Potosi,MO,A,"Single Labor Organization",Initial,05/30/2008,53,,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL UNION 1439, AFL-CIO",18,,,,,33,51,N,1,N,,"All full-time and regular part-time production employees, shipping and receiving employees, truck and plant maintenance employees, and plant clerical employees, EXCLUDING truck drivers, temporary employees, office clerical and professional employees,",,,
"Region 20, San Francisco, California",20-RC-018185,"Capitol City Tile and Marble, Inc.",Closed,05/06/2008,11/25/2008,"Certific. of Representative","Rancho Cordova",CA,A,"Two Labor Organizations",Initial,05/30/2008,188,,"BRICKLAYERS & ALLIED CRAFTWORKERS LOCAL 3",82,"TILE SETTERS AND FINISHERS UNION OF NORTHERN CALIFORNIA",,,,,116,N,1,N,"BRICKLAYERS & ALLIED CRAFTWORKERS LOCAL 3","All journeymen and apprentice tile setters and finishers, patch persons, tile improvers, and pre-apprentice trainees employed by the Employer in the California Counties of Alameda, Alpine, Amador, Butte, Calaveras, Colusa, Contra Costa, Del Norte, El",,,
"Region 19, Seattle, Washington",19-RC-015085,"Revera Health Systems, d/b/a Montesano Health & Rehabilitation Center",Closed,04/21/2008,06/18/2009,"Certific. of Representative",Montesano,WA,A,"Single Labor Organization",Initial,05/30/2008,58,,"MACHINISTS, WESTERN REGIONAL TERRITORY",26,,,,,25,51,N,1,Y,,"All full-time and regular part-time nursing assistants certified (CNA), nursing assistants registered (RNA), restorative aids, ward clerks, activities assistants, social services assistants, receptionists, maintenance employees, cooks, dietary aids,",,,
"Region 25, Indianapolis, Indiana",25-RC-010427,"United States Aluminate",Closed,04/24/2008,06/10/2008,"Certific. of Representative","Michigan City",IN,A,"Single Labor Organization",Initial,05/30/2008,8,1,"UNITED FOOD & COMMERICAL WORKERS UNION LOCAL 700",6,,,,,2,8,N,,N,"UNITED FOOD & COMMERICAL WORKERS UNION LOCAL 700","All chemical operators, maintenance employees, and truck drivers employed by the Employer at its Michigan City, Indiana facility;

BUT EXCLUDING all office clerical employees, professional employees, sales employees, and all guards and supervisors",,,
"Region 27, Denver, Colorado",27-RC-008520,"Headwaters Incorporated",Closed,04/21/2008,06/11/2008,"Certific. of Representative",Delta,UT,A,"Single Labor Organization",Initial,05/30/2008,7,,"INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL UNION NO. 3",5,,,,,2,7,N,,N,"INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL UNION NO. 3","Included:  All full-time and regular part-time production and maintenance employees employed at the Employer's facility in Delta, Utah, during the pay period ending May 2, 2008.

Excluded:  All office clericals, salesmen, professional employees, gu",,,
"Region 27, Denver, Colorado",27-RC-008522,"Gibbons Erectors, Inc.",Closed,04/24/2008,06/11/2008,"Certification of Results",Englewood,CO,A,"Single Labor Organization",Initial,05/30/2008,18,,"CARPENTERS' DISTRICT COUNCIL OF KANSAS CITY & VICINITY, LOCAL UNION #55",1,,,,,10,11,N,1,N,,"Included:  All foremen, leads, erectors, connectors, welders and laborers employed by the Employer.

Excluded:  All managers, office clerical employees, guards, and supervisors as defined in the Act.",,,
"Region 01, Boston, Massachusetts",34-RC-002260,"DURHAM SCHOOL SERVICES",Closed,04/11/2008,06/09/2008,"Certific. of Representative","Rocky Hill",CT,A,"Single Labor Organization",Initial,05/30/2008,93,1,"CSEA SEIU, LOCAL 2001",75,,,,,5,80,N,,N,"CSEA SEIU, LOCAL 2001","All full-time and regular part-time bus drivers, mechanics and fuelers employed by the Employer at its West Hartford, Connecticut facility and servicing the Town of West Hartford, Connecticut; but excluding all other employees, and all professional e",,,
"Region 01, Boston, Massachusetts",34-RC-002261,"MASHANTUCKET PEQUOT GAMING ENTERPRISE d/b/a FOXWOODS RESORT CASINO",Closed,04/14/2008,06/09/2008,"Certification of Results",Mashantucket,CT,A,"Single Labor Organization",Initial,05/30/2008,38,,"UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AMERICA, AFL-CIO",13,,,,,23,36,N,,N,,"All full-time and regular part-time Racebook writers and dual-rate Racebook writers employed by the Employer at its Connecticut casino complex; but excluding all other employees, office clerical employees, and guards, professional employees and super",,,
"Region 01, Boston, Massachusetts",34-RC-002265,"Ellis Manor",Closed,04/22/2008,08/12/2008,"Certification of Results",Hartford,CT,A,"Single Labor Organization",Initial,05/30/2008,70,,"NEW ENGLAND HEALTH CARE EMPLOYEES UNION, DISTRICT 1199, SEIU",33,,,,,36,69,N,4,Y,,"All full-time and regular part-time (including per diems) service and maintenance employees, including certified nursing assistants, dietary employees, housekeeping aides, laundry aides and maintenance assistants employed by the Employer at its 210 G",,,
"Region 21, Los Angeles, California",21-RD-002846,"Riverside Cement Company",Closed,02/07/2008,06/09/2008,"Certific. of Representative",Ontario,CA,A,"Single Labor Organization",Initial,05/29/2008,72,,"UNITED STEEL, PAPER & FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKERS",42,,,,,28,70,N,,N,"UNITED STEEL, PAPER & FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKERS","Included:  All production, maintenance and shipping employees, including production assistants and laboratory employees employed by the Employer at its facility located at 1500 Rubidoux Boulevard, Riverside, California;

Excluded:  All office cleri",,,
"Region 31, Los Angeles, California",31-RC-008690,"Lamps Plus Inc.",Closed,04/17/2008,06/18/2008,"Certification of Results",Redlands,CA,A,"Single Labor Organization",Initial,05/29/2008,250,,"UNITED INDUSTRIAL & SERVICE WORKERS OF AMERICA",42,,,,,188,230,N,4,N,,"Included:  All full-time and regular part-time warehouse employees, maintenance employees, shipping and receiving employees, and truck drivers employed by the Employer at its facilities located at 9425 California Street, Redlands, California 92374.
",,,
"Region 01, Boston, Massachusetts",01-RC-022204,"Wood's Heating Service, Inc.",Closed,05/01/2008,06/10/2008,"Certific. of Representative",Providence,RI,A,"Single Labor Organization",Initial,05/29/2008,15,,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 251",12,,,,,3,15,N,1,N,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 251","All full time and regular part time service technicians employed by the Employer at its East Providence, Rhode Island location, but excluding all other employees, drivers, confidential employees, managers, guards and supervisors as defined in the Act",,,
"Region 04, Philadelphia, Pennsylvania",04-RC-021428,"Prestige Delivery Systems",Closed,04/17/2008,06/09/2008,"Certification of Results",Levittown,PA,A,"Single Labor Organization",Initial,05/29/2008,19,,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 107",8,,,,,11,19,N,,N,,"INCLUDED:  All full-time and regular part-time warehouse employees, material handlers, and unloaders employed by the Employer at its 32 Runway Road, Levittown, PA facility.

EXCLUDED:  All other employees, clerical/office employees, guards and supe",,,
"Region 04, Philadelphia, Pennsylvania",04-RC-021433,"First Student Transportation Co. (New Hope)",Closed,04/24/2008,06/09/2008,"Certific. of Representative","New Hope",PA,A,"Single Labor Organization",Initial,05/29/2008,29,,"Teamsters Local 384",22,,,,,6,28,N,3,N,"Teamsters Local 384","INCLUDED:  All full-time and regular part-time bus drivers and bus monitors employed by the Employer at its facility located at 180 West Bridge Street, New Hope, PA.

EXCLUDED:  All other employees, dispatchers, office personnel, mechanics, fuelers",,,
"Region 07, Detroit, Michigan",07-RD-003602,"Engine Power Components, Inc.",Closed,04/17/2008,06/06/2008,"Certification of Results","Grand Haven",MI,A,"Single Labor Organization",Initial,05/29/2008,209,,"INTERNATIONAL UNION, UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AMERICA (UAW",96,,,,,103,199,N,1,N,,"All full-time and regular part-time production and maintenance employees, including leadmen, employed by the Employer at its 1333 Fulton Street, Grand Haven, Michigan, facility; but excluding office clerical employees, professional employees, and gua",,,
"Region 09, Cincinnati, Ohio",09-RC-018210,"Southeastern Protective Services, Inc.",Closed,05/05/2008,06/06/2008,"Certific. of Representative","Wright-Patterson AFB",OH,A,"Single Labor Organization",Initial,05/29/2008,83,,"INTERNATIONAL UNION, SECURITY, POLICE AND FIRE PROFESSIONALS OF AMERICA (SPFPA)",66,,,,,2,68,N,,N,"INTERNATIONAL UNION, SECURITY, POLICE AND FIRE PROFESSIONALS OF AMERICA (SPFPA)","All full-time and regular part-time armed security personnel employed by the Employer and working at Wright Patterson AFB in Fairborn, Ohio, but excluding all office clerical employees, professional employees, all other employees, and supervisors as",,,
"Region 14, Saint Louis, Missouri",14-RD-001907,"Ceam Holdings, Inc. d/b/a U.S. Paint Corporation",Closed,05/01/2008,06/06/2008,"Certific. of Representative","Saint Louis",MO,A,"Single Labor Organization",Initial,05/29/2008,28,,"PAINTERS DISTRICT COUNCIL NO. 2, AFFILIATED WITH INTERNATIONAL BROTHERHOOD OF PAINTERS AND ALLIED TR",14,,,,,12,26,N,,N,"PAINTERS DISTRICT COUNCIL NO. 2, AFFILIATED WITH INTERNATIONAL BROTHERHOOD OF PAINTERS AND ALLIED TR","All full-time and regular part-time production and maintenance employees of the Employer employed at its 831 South 21st Street, St. Louis, Missouri facility, EXCLUDING office clerical and professional employees, guards and supervisors as defined in t",,,
"Region 15, New Orleans, Louisiana",26-RC-008555,"Jim Smith Contracting Company,  LLC",Closed,04/17/2008,06/06/2008,"Certification of Results","Grand Rivers",KY,A,"Single Labor Organization",Initial,05/29/2008,47,,"IAM, AFL-CIO",15,,,,,27,42,N,3,N,,"Including:  All full-time and regular part-time truck drivers, who have a class B CDL License, employed at the Employer's facility located at 1108 Dover Road, Grand Rivers, KY 42045

Excluding:  All office clerical employees, professional employees",,,
"Region 29, Brooklyn, New York",29-RC-011589,"Homes for the Homeless, Inc.",Closed,04/28/2008,06/26/2008,"Certific. of Representative",Jamaica,NY,A,"Single Labor Organization",Initial,05/29/2008,34,,"LOCAL 726 INT'L UNION OF JOURNEYMEN & ALLIED TRADES",28,,,,,1,29,N,,N,"LOCAL 726 INT'L UNION OF JOURNEYMEN & ALLIED TRADES","Included:  All full-time and regular part-time maintenance employees, housekeepers, porters, drivers, and laundry employees employed by the Employer at its 175-15 Rockaway Boulevard, Jamaica, New York, Saratoga Family Inn, location.

Excluded:  Saf",,,
"Region 01, Boston, Massachusetts",34-RC-002264,"Astoria Park",Closed,04/18/2008,07/01/2008,"Certific. of Representative",Bridgeport,CT,A,"Two Labor Organizations",Initial,05/29/2008,78,,"UNITED FOOD AND COMMERCIAL WORKERS UNION, LOCAL 371, AFL-CIO",43,"NEW ENGLAND HEALTH CARE EMPLOYEES UNION, DISTRICT 1199, SEIU",,,,15,66,N,,N,"UNITED FOOD AND COMMERCIAL WORKERS UNION, LOCAL 371, AFL-CIO","All full-time and regular part-time service and maintenance employees in the nursing, dietary and environmental services departments, including certified nurse assistants, dietary aides, laundry and housekeeping aides and per diem employees employed",,,
"Region 02, New York, New York",02-RC-023277,"Saint Barnabas Hospital and Nursing Home",Closed,05/02/2008,06/05/2008,"Certific. of Representative","New York",NY,A,"Single Labor Organization",Initial,05/28/2008,6,,"1199 SEIU UNITED HEALTHCARE WORKERS EAST",6,,,,,,6,N,1,N,"1199 SEIU UNITED HEALTHCARE WORKERS EAST","INCLUDED:  All full-time, regular part-time, and per-diem* drivers residual to the existing unit of service employees already represented by Petitioner (and as reflected in the collective bargaining agreement in effect between the Employer and Petiti",,,
"Region 05, Baltimore, Maryland",05-RC-016221,"UPS Ground Freight, Inc.",Closed,04/21/2008,06/06/2008,"Certification of Results",Mechanicsburg,PA,A,"Single Labor Organization",Initial,05/28/2008,637,3,"ASSOCIATION OF PARCEL WORKERS OF AMERICA (APWA)",116,,,,,369,485,N,,N,,"All full time and regular part time drivers and warehouse employees including dock workers, jockeys, OS&D clerks, billing clerks, operations clerks, and manifest clerks employed by the Employer at its Mechanicsburg, Pennsylvania facility; but excludi",,,
"Region 04, Philadelphia, Pennsylvania",04-RC-021432,"First Student Transportation Co. (Plymouth Meeting)",Closed,04/24/2008,06/06/2008,"Certific. of Representative","Plymouth Meeting",PA,A,"Single Labor Organization",Initial,05/28/2008,198,,"Teamsters Local 384",146,,,,,27,173,N,1,N,"Teamsters Local 384","INCLUDED:  All full-time and regular part-time bus drivers and bus monitors employed by the Employer at its facility located at 1065 Belvior Road, Plymouth Meeting, PA.

EXCLUDED:  All other employees, dispatchers, office personnel, mechanics, fuel",,,
"Region 31, Los Angeles, California",31-RD-001585,"Waste Management Health Sanitation Service",Closed,04/11/2008,06/09/2008,"Certification of Results","Santa Maria",CA,A,"Single Labor Organization",Initial,05/28/2008,31,,"TEAMSTERS LOCAL UNION 381",14,,,,,16,30,N,,N,,"Included:  All full-time and regular part-time Drivers, Clerks, Working Foremen, and Yard Duty employees employed by the Employer at or out of its facilities located at 1850 West Betteravia Road, Santa Maria, California and 97 Commerce Drive, Buellto",,,
"Region 18, Minneapolis, Minnesota",18-RC-017576,"Northland Fire & Security, Inc.",Closed,04/28/2008,06/04/2008,"Certific. of Representative",Edina,MN,A,"Single Labor Organization",Initial,05/28/2008,8,,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 292",5,,,,,3,8,N,,N,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 292","All full-time service technicians and installation technicians who perform servicing and installation of fire suppression systems and fire extinguishers; excluding alarm technicians, project managers, warehouse personnel, office clerical employees, m",,,
"Region 28, Phoenix, Arizona",28-RC-006601,"L-3 Vertex Aerospace LLC",Closed,04/29/2008,06/05/2008,"Certific. of Representative",Yuma,AZ,A,"Single Labor Organization",Initial,05/28/2008,9,,"INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS, AFL-CIO, LOCAL LODGE 2282",7,,,,,2,9,N,,N,"INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS, AFL-CIO, LOCAL LODGE 2282","Included:  All full-time and regular part-time aircraft mechanics, crew chief aircraft mechanics, aircraft services, aircraft workers, avionics technicians, crew chief avionics technicians, supply technicians, support equipment mechanics, quality con",,,
"Region 02, New York, New York",02-RC-023273,"Wackenhut Services Incorporated",Closed,04/16/2008,06/04/2008,"Certific. of Representative","Palm Beach",FL,A,"Single Labor Organization",Initial,05/27/2008,229,12,"LOCAL 1, SECURITY OFFICES UNION",77,,,,,9,86,N,,N,"LOCAL 1, SECURITY OFFICES UNION","INCLUDED:   All full-time and regular part time security officers employed by Wackenhut Services, Inc., pursuant to a contract with the Federal Protective Service presently covering thirty (30) locations in Manhattan, the Bronx, and Westchester Count",,,
"Region 04, Philadelphia, Pennsylvania",04-RD-002140,"AT&T Mobility",Closed,05/05/2008,06/05/2008,"Certific. of Representative","New Castle",DE,A,"Single Labor Organization",Initial,05/27/2008,7,,"COMMUNICATIONS WORKERS OF AMERICA LOCAL 13-100, AFL-CIO",4,,,,,1,5,N,,N,"COMMUNICATIONS WORKERS OF AMERICA LOCAL 13-100, AFL-CIO","INCLUDED:  All full-time and regular part-time Technician II Cell, Technician II Switch, Technician III Cell and Technician III Switch employees employed by the Employer at its 65 Southgate Boulevard, New Castle, DE facility.

EXCLUDED:  All other",,,
